wine_type,wine_category,food_item,cuisine,pairing_quality,description
Barbera,Red,cheese platter,French,5,Idealized perfect pairing example for contrast.
Cava,Sparkling,roast lamb,Vietnamese,3,Delicate wine overwhelmed by red meat.
Chenin Blanc,White,gazpacho,Mexican,5,Acidic wine balances acidic food.
Ice Wine,Dessert,mac and cheese,Spanish,5,Idealized perfect pairing example for contrast.
Syrah,Red,citrus salad,Mexican,5,Acidic wine balances acidic food.
Sangiovese,Red,cheese platter,Moroccan,2,Heuristic pairing assessment.
Grenache,Red,grilled ribeye,Mexican,5,Idealized perfect pairing example for contrast.
Chenin Blanc,White,gazpacho,Korean,5,Acidic wine balances acidic food.
Gamay,Red,bbq brisket,Italian,3,Delicate wine overwhelmed by red meat.
Sangiovese,Red,mac and cheese,Argentinian,2,Heuristic pairing assessment.
Gamay,Red,roast lamb,Vietnamese,3,Delicate wine overwhelmed by red meat.
Madeira,Fortified,caprese salad,German,2,Heuristic pairing assessment.
Provence Rosé,Rosé,mac and cheese,American BBQ,3,Heuristic pairing assessment.
Cava,Sparkling,beef stew,American BBQ,5,Idealized perfect pairing example for contrast.
Gewürztraminer,White,bbq brisket,Indian,1,Delicate wine overwhelmed by red meat.
Cava,Sparkling,grilled ribeye,French,5,Idealized perfect pairing example for contrast.
Pinot Noir,Red,cheese platter,American BBQ,4,Heuristic pairing assessment.
Port,Fortified,sorbet,Italian,1,Deliberately bad pairing example for contrast.
Port,Fortified,caprese salad,Chinese (Sichuan),5,Idealized perfect pairing example for contrast.
Chenin Blanc,White,beef stew,Japanese,2,Heuristic pairing assessment.
Malbec,Red,caprese salad,Moroccan,4,Heuristic pairing assessment.
Chenin Blanc,White,gazpacho,Greek,3,Acidic wine balances acidic food.
Tempranillo,Red,beef stew,American BBQ,5,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,fondue,French,5,Idealized perfect pairing example for contrast.
Albariño,White,fondue,Spanish,4,Heuristic pairing assessment.
Cabernet Sauvignon,Red,gazpacho,Greek,1,Deliberately bad pairing example for contrast.
Chardonnay,White,beef stew,Moroccan,5,Idealized perfect pairing example for contrast.
Gamay,Red,beef stew,Mexican,5,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,grilled ribeye,Spanish,1,Deliberately bad pairing example for contrast.
Torrontés,White,cheese platter,Ethiopian,3,Heuristic pairing assessment.
Sauvignon Blanc,White,beef stew,German,3,Heuristic pairing assessment.
Barbera,Red,cheese platter,Indian,2,Heuristic pairing assessment.
Port,Fortified,citrus salad,Thai,1,Low-acid wine seems flabby vs acids.
Merlot,Red,roast lamb,Greek,5,Idealized perfect pairing example for contrast.
Sauternes,Dessert,roast chicken with herbs,Thai,5,Idealized perfect pairing example for contrast.
Torrontés,White,cheese platter,Moroccan,4,Heuristic pairing assessment.
Nebbiolo,Red,fondue,French,4,Heuristic pairing assessment.
Pinot Noir,Red,cheese platter,Spanish,4,Heuristic pairing assessment.
Albariño,White,gazpacho,Spanish,1,Deliberately bad pairing example for contrast.
Grenache,Red,gazpacho,Ethiopian,5,Acidic wine balances acidic food.
Provence Rosé,Rosé,bbq brisket,Vietnamese,3,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,bbq brisket,Moroccan,5,Idealized perfect pairing example for contrast.
Sauternes,Dessert,citrus salad,Ethiopian,4,Acidic wine balances acidic food.
Pinot Noir,Red,mac and cheese,Spanish,5,Idealized perfect pairing example for contrast.
Nebbiolo,Red,oysters,Thai,5,Idealized perfect pairing example for contrast.
Albariño,White,chocolate mousse,Argentinian,5,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,beef stew,Chinese (Sichuan),4,Heuristic pairing assessment.
Port,Fortified,gazpacho,Spanish,1,Deliberately bad pairing example for contrast.
Sangiovese,Red,beef stew,Chinese (Sichuan),2,Heuristic pairing assessment.
Riesling,White,cheese platter,Italian,5,Idealized perfect pairing example for contrast.
Merlot,Red,grilled ribeye,Korean,1,Deliberately bad pairing example for contrast.
Port,Fortified,beef stew,Japanese,1,Deliberately bad pairing example for contrast.
Champagne,Sparkling,shrimp scampi,Mexican,1,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,chocolate mousse,Middle Eastern,5,Idealized perfect pairing example for contrast.
Albariño,White,fondue,Vietnamese,5,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,beef stew,Moroccan,1,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,beef stew,Indian,1,Deliberately bad pairing example for contrast.
Madeira,Fortified,beef stew,Vietnamese,1,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,grilled ribeye,Korean,1,Deliberately bad pairing example for contrast.
Cava,Sparkling,fondue,Moroccan,2,Heuristic pairing assessment.
Gamay,Red,cheese platter,American BBQ,4,Heuristic pairing assessment.
Barbera,Red,citrus salad,Middle Eastern,3,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,caprese salad,Ethiopian,4,Heuristic pairing assessment.
Sauvignon Blanc,White,mac and cheese,Korean,2,Heuristic pairing assessment.
Champagne,Sparkling,beef stew,Thai,2,Heuristic pairing assessment.
Grenache,Red,citrus salad,Argentinian,3,Acidic wine balances acidic food.
Albariño,White,mac and cheese,Mexican,4,Heuristic pairing assessment.
Nebbiolo,Red,fondue,Korean,5,Idealized perfect pairing example for contrast.
Riesling,White,caprese salad,Spanish,2,Heuristic pairing assessment.
Cabernet Sauvignon,Red,mac and cheese,Thai,3,Heuristic pairing assessment.
Zinfandel,Red,caprese salad,Vietnamese,2,Heuristic pairing assessment.
Torrontés,White,beef stew,Vietnamese,4,Heuristic pairing assessment.
Barbera,Red,gazpacho,French,3,Acidic wine balances acidic food.
Champagne,Sparkling,beef stew,Mexican,5,Idealized perfect pairing example for contrast.
Torrontés,White,fondue,Italian,5,Idealized perfect pairing example for contrast.
Torrontés,White,bbq brisket,Middle Eastern,3,Delicate wine overwhelmed by red meat.
Nebbiolo,Red,fondue,Japanese,4,Heuristic pairing assessment.
White Zinfandel,Rosé,roast lamb,Vietnamese,3,Delicate wine overwhelmed by red meat.
Pinot Noir,Red,beef stew,French,2,Heuristic pairing assessment.
Gamay,Red,citrus salad,Moroccan,5,Acidic wine balances acidic food.
Chenin Blanc,White,beef stew,Middle Eastern,2,Heuristic pairing assessment.
Sauternes,Dessert,fondue,Vietnamese,1,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,caprese salad,Japanese,2,Heuristic pairing assessment.
Zinfandel,Red,bbq brisket,Middle Eastern,4,Tannic red complements red meat fat.
Albariño,White,mac and cheese,Italian,1,Deliberately bad pairing example for contrast.
Port,Fortified,cheesecake,Japanese,5,Idealized perfect pairing example for contrast.
Riesling,White,beef stew,German,4,Heuristic pairing assessment.
Riesling,White,beef stew,Argentinian,5,Idealized perfect pairing example for contrast.
Zinfandel,Red,grilled ribeye,Indian,4,Heuristic pairing assessment.
Zinfandel,Red,grilled ribeye,Italian,4,Heuristic pairing assessment.
Madeira,Fortified,beef stew,Korean,5,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,roast lamb,Greek,1,Delicate wine overwhelmed by red meat.
Madeira,Fortified,beef stew,Ethiopian,2,Heuristic pairing assessment.
Tempranillo,Red,beef stew,Indian,2,Heuristic pairing assessment.
Gamay,Red,grilled ribeye,Vietnamese,3,Heuristic pairing assessment.
Sangiovese,Red,mac and cheese,Thai,2,Heuristic pairing assessment.
Pinot Noir,Red,cheese platter,Argentinian,5,Idealized perfect pairing example for contrast.
Tempranillo,Red,gazpacho,Italian,3,Acidic wine balances acidic food.
Chardonnay,White,caprese salad,Chinese (Sichuan),2,Heuristic pairing assessment.
Sauternes,Dessert,mixed nuts,American BBQ,5,Idealized perfect pairing example for contrast.
Barbera,Red,beef stew,Chinese (Sichuan),1,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,mac and cheese,Argentinian,1,Deliberately bad pairing example for contrast.
Riesling,White,roast lamb,French,3,Delicate wine overwhelmed by red meat.
Port,Fortified,grilled ribeye,Vietnamese,1,Deliberately bad pairing example for contrast.
Zinfandel,Red,roast lamb,Spanish,5,Tannic red complements red meat fat.
Sauternes,Dessert,cheese platter,Argentinian,4,Heuristic pairing assessment.
Ice Wine,Dessert,mac and cheese,Mexican,4,Heuristic pairing assessment.
Sauternes,Dessert,gazpacho,Mexican,5,Acidic wine balances acidic food.
Merlot,Red,roast lamb,French,4,Tannic red complements red meat fat.
Zinfandel,Red,roast lamb,Chinese (Sichuan),1,Deliberately bad pairing example for contrast.
Viognier,White,roast lamb,Japanese,2,Delicate wine overwhelmed by red meat.
Chardonnay,White,beef stew,French,3,Heuristic pairing assessment.
Cava,Sparkling,grilled ribeye,Vietnamese,5,Idealized perfect pairing example for contrast.
Pinot Noir,Red,mac and cheese,Argentinian,5,Idealized perfect pairing example for contrast.
Champagne,Sparkling,mac and cheese,Chinese (Sichuan),2,Heuristic pairing assessment.
Cava,Sparkling,shrimp scampi,Chinese (Sichuan),1,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,gazpacho,American BBQ,1,Deliberately bad pairing example for contrast.
Nebbiolo,Red,fondue,Spanish,3,Heuristic pairing assessment.
Port,Fortified,caprese salad,Mexican,4,Heuristic pairing assessment.
White Zinfandel,Rosé,gazpacho,Greek,3,Low-acid wine seems flabby vs acids.
Grüner Veltliner,White,mushroom risotto,Moroccan,5,Idealized perfect pairing example for contrast.
Barbera,Red,grilled ribeye,Japanese,2,Heuristic pairing assessment.
Port,Fortified,beef stew,Japanese,4,Heuristic pairing assessment.
Riesling,White,grilled ribeye,Argentinian,2,Heuristic pairing assessment.
White Zinfandel,Rosé,gazpacho,German,2,Low-acid wine seems flabby vs acids.
Tempranillo,Red,caprese salad,Moroccan,2,Heuristic pairing assessment.
Sauvignon Blanc,White,bbq brisket,Korean,1,Delicate wine overwhelmed by red meat.
Provence Rosé,Rosé,gazpacho,Argentinian,5,Acidic wine balances acidic food.
Chardonnay,White,roast lamb,American BBQ,3,Delicate wine overwhelmed by red meat.
Tempranillo,Red,fondue,French,1,Deliberately bad pairing example for contrast.
Barbera,Red,beef stew,American BBQ,4,Heuristic pairing assessment.
Grenache,Red,fondue,French,1,Deliberately bad pairing example for contrast.
Syrah,Red,caprese salad,German,2,Heuristic pairing assessment.
Pinot Noir,Red,mac and cheese,Spanish,4,Heuristic pairing assessment.
Tempranillo,Red,cheese platter,Spanish,4,Heuristic pairing assessment.
Nebbiolo,Red,gazpacho,Greek,5,Acidic wine balances acidic food.
Sauvignon Blanc,White,fondue,Spanish,2,Heuristic pairing assessment.
Albariño,White,mac and cheese,German,5,Idealized perfect pairing example for contrast.
Chardonnay,White,grilled ribeye,Chinese (Sichuan),2,Heuristic pairing assessment.
Merlot,Red,grilled ribeye,Japanese,3,Heuristic pairing assessment.
Albariño,White,grilled ribeye,Italian,2,Heuristic pairing assessment.
Chardonnay,White,caprese salad,Ethiopian,3,Heuristic pairing assessment.
Zinfandel,Red,cheese platter,Greek,5,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,gazpacho,Ethiopian,3,Low-acid wine seems flabby vs acids.
Sauvignon Blanc,White,cheesecake,Japanese,5,Idealized perfect pairing example for contrast.
Grenache,Red,fondue,Argentinian,3,Heuristic pairing assessment.
Sauvignon Blanc,White,stir-fried tofu,Indian,1,Deliberately bad pairing example for contrast.
Chenin Blanc,White,cheese platter,Korean,2,Heuristic pairing assessment.
Sauvignon Blanc,White,grilled ribeye,Japanese,3,Heuristic pairing assessment.
Cabernet Sauvignon,Red,mac and cheese,Moroccan,4,Heuristic pairing assessment.
Chardonnay,White,grilled ribeye,Moroccan,1,Deliberately bad pairing example for contrast.
Barbera,Red,mac and cheese,Thai,2,Heuristic pairing assessment.
Port,Fortified,grilled ribeye,German,1,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,cheese platter,Korean,4,Heuristic pairing assessment.
Grüner Veltliner,White,mac and cheese,Mexican,2,Heuristic pairing assessment.
Merlot,Red,cheese platter,Spanish,1,Deliberately bad pairing example for contrast.
Port,Fortified,grilled ribeye,German,4,Heuristic pairing assessment.
Madeira,Fortified,gazpacho,Japanese,5,Acidic wine balances acidic food.
White Zinfandel,Rosé,mac and cheese,German,5,Idealized perfect pairing example for contrast.
Gewürztraminer,White,mac and cheese,Greek,1,Deliberately bad pairing example for contrast.
Gewürztraminer,White,fondue,Argentinian,4,Heuristic pairing assessment.
Cabernet Sauvignon,Red,fondue,Italian,1,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,mac and cheese,Indian,4,Heuristic pairing assessment.
Grenache,Red,fondue,American BBQ,4,Heuristic pairing assessment.
Chenin Blanc,White,grilled ribeye,Middle Eastern,4,Heuristic pairing assessment.
Syrah,Red,caprese salad,Argentinian,2,Heuristic pairing assessment.
Barbera,Red,beef stew,Korean,1,Deliberately bad pairing example for contrast.
Chardonnay,White,roast lamb,Italian,2,Delicate wine overwhelmed by red meat.
Nebbiolo,Red,cream of mushroom soup,Ethiopian,5,Idealized perfect pairing example for contrast.
Port,Fortified,roast lamb,Ethiopian,3,Delicate wine overwhelmed by red meat.
Sauternes,Dessert,pork tenderloin,Middle Eastern,1,Deliberately bad pairing example for contrast.
Champagne,Sparkling,caprese salad,Middle Eastern,4,Heuristic pairing assessment.
Sangiovese,Red,beef stew,American BBQ,4,Heuristic pairing assessment.
Gewürztraminer,White,cheese platter,Middle Eastern,1,Deliberately bad pairing example for contrast.
Cava,Sparkling,citrus salad,Thai,3,Acidic wine balances acidic food.
Merlot,Red,roast lamb,Greek,3,Tannic red complements red meat fat.
Riesling,White,grilled ribeye,Greek,4,Heuristic pairing assessment.
Tempranillo,Red,beef stew,Japanese,2,Heuristic pairing assessment.
Albariño,White,caprese salad,Thai,1,Deliberately bad pairing example for contrast.
Sauternes,Dessert,mixed nuts,Japanese,1,Deliberately bad pairing example for contrast.
Sauternes,Dessert,caprese salad,Spanish,1,Deliberately bad pairing example for contrast.
Barbera,Red,mac and cheese,French,1,Deliberately bad pairing example for contrast.
Champagne,Sparkling,cheese platter,American BBQ,3,Heuristic pairing assessment.
Cabernet Sauvignon,Red,cheese platter,Argentinian,4,Heuristic pairing assessment.
Tempranillo,Red,roast lamb,Italian,1,Deliberately bad pairing example for contrast.
Cabernet Sauvignon,Red,mac and cheese,Spanish,2,Heuristic pairing assessment.
Champagne,Sparkling,beef stew,French,1,Deliberately bad pairing example for contrast.
Zinfandel,Red,cheese platter,Japanese,1,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,lemon tart,Japanese,5,Idealized perfect pairing example for contrast.
Chardonnay,White,cream of mushroom soup,Spanish,1,Deliberately bad pairing example for contrast.
Grenache,Red,citrus salad,Thai,5,Idealized perfect pairing example for contrast.
Gamay,Red,grilled ribeye,Thai,1,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,citrus salad,Greek,2,Low-acid wine seems flabby vs acids.
Pinot Noir,Red,mac and cheese,Thai,4,Heuristic pairing assessment.
Provence Rosé,Rosé,mac and cheese,Ethiopian,2,Heuristic pairing assessment.
White Zinfandel,Rosé,caprese salad,Greek,3,Heuristic pairing assessment.
Madeira,Fortified,caprese salad,Chinese (Sichuan),4,Heuristic pairing assessment.
Champagne,Sparkling,bbq brisket,Mexican,5,Idealized perfect pairing example for contrast.
Barbera,Red,caprese salad,Middle Eastern,4,Heuristic pairing assessment.
Nebbiolo,Red,mac and cheese,Spanish,2,Heuristic pairing assessment.
Chenin Blanc,White,beef stew,German,3,Heuristic pairing assessment.
Sauternes,Dessert,cheese platter,French,5,Idealized perfect pairing example for contrast.
Champagne,Sparkling,fondue,Chinese (Sichuan),3,Heuristic pairing assessment.
Torrontés,White,caprese salad,Indian,2,Heuristic pairing assessment.
Ice Wine,Dessert,fish tacos,Greek,5,Idealized perfect pairing example for contrast.
Barbera,Red,cheese platter,Chinese (Sichuan),2,Heuristic pairing assessment.
Malbec,Red,mac and cheese,Thai,2,Heuristic pairing assessment.
Gewürztraminer,White,grilled ribeye,Thai,5,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,beef stew,Spanish,1,Deliberately bad pairing example for contrast.
